NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_98	RPL32	12703	-4.3558197021484375	-0.12795705	Yes	
row_99	RPS3A	12704	-4.355922698974609	-0.109678544	Yes	
row_100	RPS8	12721	-4.435816287994385	-0.092265435	Yes	
row_101	RPL23	12750	-4.590398788452148	-0.07510416	Yes	
row_102	RPL29	12752	-4.5968194007873535	-0.05588983	Yes	
row_103	RPL31	12755	-4.601333141326904	-0.0367316	Yes	
row_104	RPL22	12778	-4.65726375579834	-0.018839495	Yes	
row_105	RPL36	12820	-4.852655410766602	-0.001553265	Yes	
row_106	RPL5	12847	-4.969137191772461	0.017347371	Yes	
row_107	RPSA	13105	-6.327545642852783	0.024613684	Yes	
